dateid,day,month,year
9257,13,9,2024
3907,5,9,2020
147,5,9,2020
1116,5,9,2020
8419,13,9,2024
2571,5,9,2020
8676,13,9,2024
4105,5,9,2020
5714,13,9,2024
10076,13,9,2024
644,5,9,2020
6808,13,9,2024
6632,13,9,2024
1410,5,9,2020
6062,13,9,2024
429,5,9,2020
8121,13,9,2024
553,5,9,2020
2556,5,9,2020
1515,5,9,2020
8327,13,9,2024
7261,13,9,2024
4096,5,9,2020
8685,13,9,2024
6340,13,9,2024
8566,13,9,2024
3340,5,9,2020
2716,5,9,2020
2831,5,9,2020
3931,5,9,2020
6954,13,9,2024
6858,13,9,2024
6311,13,9,2024
6708,13,9,2024
3659,5,9,2020
5108,5,9,2020
4529,5,9,2020
4041,5,9,2020
9500,13,9,2024
6250,13,9,2024
9395,13,9,2024
7715,13,9,2024
2124,5,9,2020
254,5,9,2020
7743,13,9,2024
6910,13,9,2024
1514,5,9,2020
8230,13,9,2024
4431,5,9,2020
7007,13,9,2024
3274,5,9,2020
680,5,9,2020
8027,13,9,2024
5425,13,9,2024
1820,5,9,2020
8998,13,9,2024
9764,13,9,2024
7964,13,9,2024
6536,13,9,2024
9865,13,9,2024
4379,5,9,2020
945,5,9,2020
4831,5,9,2020
8434,13,9,2024
1417,5,9,2020
2259,5,9,2020
1009,5,9,2020
9546,13,9,2024
5913,13,9,2024
3110,5,9,2020
1282,5,9,2020
5662,13,9,2024
6837,13,9,2024
6859,13,9,2024
389,5,9,2020
8471,13,9,2024
2426,5,9,2020
7045,13,9,2024
2814,5,9,2020
923,5,9,2020
4830,5,9,2020
6955,13,9,2024
3049,5,9,2020
9094,13,9,2024
6601,13,9,2024
3255,5,9,2020
6489,13,9,2024
2177,5,9,2020
8820,13,9,2024
6320,13,9,2024
5120,5,9,2020
4878,5,9,2020
1103,5,9,2020
6043,13,9,2024
4197,5,9,2020
7651,13,9,2024
9643,13,9,2024
6863,13,9,2024
4375,5,9,2020
4906,5,9,2020
1743,5,9,2020
1691,5,9,2020
4800,5,9,2020
5470,13,9,2024
10296,13,9,2024
641,5,9,2020
937,5,9,2020
9745,13,9,2024
9664,13,9,2024
9218,13,9,2024
950,5,9,2020
8613,13,9,2024
6563,13,9,2024
7652,13,9,2024
4650,5,9,2020
1756,5,9,2020
7451,13,9,2024
7410,13,9,2024
7721,13,9,2024
3508,5,9,2020
3650,5,9,2020
8210,13,9,2024
7086,13,9,2024
1008,5,9,2020
5219,13,9,2024
1625,5,9,2020
8002,13,9,2024
7993,13,9,2024
4152,5,9,2020
2317,5,9,2020
6633,13,9,2024
2981,5,9,2020
615,5,9,2020
7102,13,9,2024
5254,13,9,2024
2033,5,9,2020
5665,13,9,2024
6216,13,9,2024
571,5,9,2020
8803,13,9,2024
3699,5,9,2020
5150,5,9,2020
6277,13,9,2024
1533,5,9,2020
5652,13,9,2024
6478,13,9,2024
8540,13,9,2024
5786,13,9,2024
6723,13,9,2024
7203,13,9,2024
1666,5,9,2020
6428,13,9,2024
6205,13,9,2024
573,5,9,2020
2917,5,9,2020
10245,13,9,2024
6594,13,9,2024
4594,5,9,2020
9245,13,9,2024
6324,13,9,2024
7859,13,9,2024
5754,13,9,2024
6983,13,9,2024
1195,5,9,2020
5334,13,9,2024
4397,5,9,2020
344,5,9,2020
5247,13,9,2024
9601,13,9,2024
9020,13,9,2024
7673,13,9,2024
2672,5,9,2020
8031,13,9,2024
8306,13,9,2024
5654,13,9,2024
3740,5,9,2020
3991,5,9,2020
1677,5,9,2020
5237,13,9,2024
6806,13,9,2024
9798,13,9,2024
5004,5,9,2020
2528,5,9,2020
1754,5,9,2020
4877,5,9,2020
9491,13,9,2024
5639,13,9,2024
3505,5,9,2020
610,5,9,2020
9931,13,9,2024
3423,5,9,2020
2849,5,9,2020
4384,5,9,2020
2399,5,9,2020
2978,5,9,2020
6387,13,9,2024
7331,13,9,2024
6267,13,9,2024
2158,5,9,2020
10371,13,9,2024
2891,5,9,2020
9108,13,9,2024
3477,5,9,2020
9256,13,9,2024
2439,5,9,2020
7631,13,9,2024
9372,13,9,2024
628,5,9,2020
2071,5,9,2020
10089,13,9,2024
5081,5,9,2020
5423,13,9,2024
3205,5,9,2020
8997,13,9,2024
7463,13,9,2024
8236,13,9,2024
7825,13,9,2024
1480,5,9,2020
6522,13,9,2024
8838,13,9,2024
2818,5,9,2020
1733,5,9,2020
5315,13,9,2024
3386,5,9,2020
2113,5,9,2020
96,5,9,2020
4868,5,9,2020
2628,5,9,2020
9728,13,9,2024
8698,13,9,2024
9321,13,9,2024
6946,13,9,2024
5363,13,9,2024
8516,13,9,2024
8107,13,9,2024
6554,13,9,2024
1708,5,9,2020
4491,5,9,2020
3795,5,9,2020
3846,5,9,2020
1442,5,9,2020
7771,13,9,2024
3417,5,9,2020
4913,5,9,2020
3315,5,9,2020
9241,13,9,2024
1398,5,9,2020
9444,13,9,2024
4049,5,9,2020
6268,13,9,2024
1048,5,9,2020
8538,13,9,2024
4272,5,9,2020
2363,5,9,2020
10301,13,9,2024
5478,13,9,2024
9567,13,9,2024
3744,5,9,2020
9856,13,9,2024
7034,13,9,2024
2391,5,9,2020
9157,13,9,2024
8754,13,9,2024
4501,5,9,2020
10216,13,9,2024
2579,5,9,2020
1307,5,9,2020
8218,13,9,2024
5068,5,9,2020
9908,13,9,2024
9515,13,9,2024
6123,13,9,2024
5427,13,9,2024
1525,5,9,2020
3715,5,9,2020
4420,5,9,2020
2603,5,9,2020
1320,5,9,2020
9840,13,9,2024
8644,13,9,2024
10317,13,9,2024
32,5,9,2020
1236,5,9,2020
7434,13,9,2024
7178,13,9,2024
6868,13,9,2024
3905,5,9,2020
3514,5,9,2020
3232,5,9,2020
10138,13,9,2024
819,5,9,2020
9660,13,9,2024
1150,5,9,2020
8616,13,9,2024
9592,13,9,2024
7981,13,9,2024
3392,5,9,2020
1830,5,9,2020
302,5,9,2020
7637,13,9,2024
7998,13,9,2024
6362,13,9,2024
7439,13,9,2024
4782,5,9,2020
562,5,9,2020
2418,5,9,2020
575,5,9,2020
7774,13,9,2024
9043,13,9,2024
5733,13,9,2024
1172,5,9,2020
3002,5,9,2020
7918,13,9,2024
6713,13,9,2024
1318,5,9,2020
799,5,9,2020
1019,5,9,2020
8924,13,9,2024
8886,13,9,2024
3771,5,9,2020
6162,13,9,2024
4863,5,9,2020
5694,13,9,2024
4645,5,9,2020
4138,5,9,2020
8602,13,9,2024
10259,13,9,2024
9289,13,9,2024
10300,13,9,2024
4840,5,9,2020
1478,5,9,2020
7242,13,9,2024
7197,13,9,2024
5113,5,9,2020
10131,13,9,2024
5507,13,9,2024
7336,13,9,2024
988,5,9,2020
4677,5,9,2020
4654,5,9,2020
4084,5,9,2020
1477,5,9,2020
9717,13,9,2024
3886,5,9,2020
9833,13,9,2024
3573,5,9,2020
8680,13,9,2024
7106,13,9,2024
6077,13,9,2024
4014,5,9,2020
8191,13,9,2024
7519,13,9,2024
6412,13,9,2024
8958,13,9,2024
6981,13,9,2024
7593,13,9,2024
3488,5,9,2020
5058,5,9,2020
9848,13,9,2024
1029,5,9,2020
8334,13,9,2024
1027,5,9,2020
1732,5,9,2020
10412,13,9,2024
6683,13,9,2024
6131,13,9,2024
7117,13,9,2024
6819,13,9,2024
488,5,9,2020
5146,5,9,2020
3733,5,9,2020
8099,13,9,2024
7445,13,9,2024
4667,5,9,2020
4314,5,9,2020
9471,13,9,2024
9118,13,9,2024
8223,13,9,2024
5735,13,9,2024
8338,13,9,2024
3106,5,9,2020
6331,13,9,2024
621,5,9,2020
4441,5,9,2020
5658,13,9,2024
3190,5,9,2020
9457,13,9,2024
679,5,9,2020
7622,13,9,2024
3606,5,9,2020
3849,5,9,2020
4102,5,9,2020
7887,13,9,2024
8310,13,9,2024
2105,5,9,2020
1486,5,9,2020
2522,5,9,2020
8410,13,9,2024
6028,13,9,2024
10136,13,9,2024
5952,13,9,2024
168,5,9,2020
6902,13,9,2024
1176,5,9,2020
9305,13,9,2024
3622,5,9,2020
7323,13,9,2024
1331,5,9,2020
3972,5,9,2020
1853,5,9,2020
8578,13,9,2024
10402,13,9,2024
2530,5,9,2020
9635,13,9,2024
6130,13,9,2024
977,5,9,2020
3916,5,9,2020
1878,5,9,2020
713,5,9,2020
8910,13,9,2024
7605,13,9,2024
7571,13,9,2024
2415,5,9,2020
8145,13,9,2024
6714,13,9,2024
1516,5,9,2020
7497,13,9,2024
6938,13,9,2024
2501,5,9,2020
6745,13,9,2024
1242,5,9,2020
2076,5,9,2020
5890,13,9,2024
1926,5,9,2020
1015,5,9,2020
7067,13,9,2024
7776,13,9,2024
4787,5,9,2020
8103,13,9,2024
4273,5,9,2020
4848,5,9,2020
4115,5,9,2020
6040,13,9,2024
5804,13,9,2024
5256,13,9,2024
3705,5,9,2020
3813,5,9,2020
8658,13,9,2024
1909,5,9,2020
10249,13,9,2024
5088,5,9,2020
8527,13,9,2024
1021,5,9,2020
7479,13,9,2024
6484,13,9,2024
4223,5,9,2020
10330,13,9,2024
1686,5,9,2020
1134,5,9,2020
7573,13,9,2024
2923,5,9,2020
8683,13,9,2024
2853,5,9,2020
2896,5,9,2020
9110,13,9,2024
463,5,9,2020
917,5,9,2020
7430,13,9,2024
449,5,9,2020
8753,13,9,2024
3723,5,9,2020
3225,5,9,2020
6349,13,9,2024
2114,5,9,2020
2862,5,9,2020
3877,5,9,2020
5419,13,9,2024
5892,13,9,2024
2838,5,9,2020
10187,13,9,2024
5365,13,9,2024
5960,13,9,2024
4713,5,9,2020
6434,13,9,2024
8544,13,9,2024
9524,13,9,2024
4298,5,9,2020
1560,5,9,2020
722,5,9,2020
8044,13,9,2024
4468,5,9,2020
9586,13,9,2024
9232,13,9,2024
7110,13,9,2024
9916,13,9,2024
3331,5,9,2020
3216,5,9,2020
3194,5,9,2020
6575,13,9,2024
2769,5,9,2020
10236,13,9,2024
2087,5,9,2020
1316,5,9,2020
3903,5,9,2020
9419,13,9,2024
6624,13,9,2024
2671,5,9,2020
8628,13,9,2024
7355,13,9,2024
5807,13,9,2024
744,5,9,2020
5559,13,9,2024
9269,13,9,2024
7869,13,9,2024
3089,5,9,2020
7580,13,9,2024
9735,13,9,2024
6137,13,9,2024
7570,13,9,2024
6821,13,9,2024
9354,13,9,2024
8008,13,9,2024
5997,13,9,2024
3472,5,9,2020
10147,13,9,2024
5317,13,9,2024
3706,5,9,2020
5118,5,9,2020
403,5,9,2020
755,5,9,2020
756,5,9,2020
6378,13,9,2024
7542,13,9,2024
2492,5,9,2020
5549,13,9,2024
3493,5,9,2020
5619,13,9,2024
647,5,9,2020
284,5,9,2020
5548,13,9,2024
8187,13,9,2024
2570,5,9,2020
8289,13,9,2024
9307,13,9,2024
4293,5,9,2020
2946,5,9,2020
5914,13,9,2024
3793,5,9,2020
2246,5,9,2020
7312,13,9,2024
6516,13,9,2024
8539,13,9,2024
4025,5,9,2020
906,5,9,2020
5404,13,9,2024
6439,13,9,2024
1790,5,9,2020
9999,13,9,2024
3412,5,9,2020
10166,13,9,2024
2510,5,9,2020
481,5,9,2020
3483,5,9,2020
8240,13,9,2024
8226,13,9,2024
5642,13,9,2024
7415,13,9,2024
10070,13,9,2024
6993,13,9,2024
4207,5,9,2020
1744,5,9,2020
710,5,9,2020
10239,13,9,2024
9180,13,9,2024
4174,5,9,2020
3608,5,9,2020
2521,5,9,2020
10023,13,9,2024
6374,13,9,2024
6327,13,9,2024
5244,13,9,2024
904,5,9,2020
175,5,9,2020
813,5,9,2020
7444,13,9,2024
6160,13,9,2024
7059,13,9,2024
8811,13,9,2024
1541,5,9,2020
6915,13,9,2024
2914,5,9,2020
1700,5,9,2020
7230,13,9,2024
4069,5,9,2020
8069,13,9,2024
5579,13,9,2024
956,5,9,2020
5354,13,9,2024
9583,13,9,2024
8692,13,9,2024
8675,13,9,2024
9566,13,9,2024
2462,5,9,2020
5637,13,9,2024
5084,5,9,2020
1120,5,9,2020
7156,13,9,2024
985,5,9,2020
3887,5,9,2020
10324,13,9,2024
2984,5,9,2020
4616,5,9,2020
3377,5,9,2020
2376,5,9,2020
7513,13,9,2024
8721,13,9,2024
6157,13,9,2024
6977,13,9,2024
5211,13,9,2024
9072,13,9,2024
1315,5,9,2020
907,5,9,2020
7107,13,9,2024
1197,5,9,2020
8793,13,9,2024
9837,13,9,2024
1605,5,9,2020
3933,5,9,2020
2759,5,9,2020
2263,5,9,2020
2407,5,9,2020
7926,13,9,2024
7919,13,9,2024
3854,5,9,2020
4521,5,9,2020
4036,5,9,2020
2282,5,9,2020
3989,5,9,2020
9213,13,9,2024
955,5,9,2020
9175,13,9,2024
7784,13,9,2024
10252,13,9,2024
7692,13,9,2024
6466,13,9,2024
5870,13,9,2024
5774,13,9,2024
84,5,9,2020
2068,5,9,2020
3961,5,9,2020
5594,13,9,2024
2494,5,9,2020
1715,5,9,2020
3497,5,9,2020
10411,13,9,2024
2712,5,9,2020
7246,13,9,2024
5528,13,9,2024
2497,5,9,2020
1714,5,9,2020
9326,13,9,2024
4173,5,9,2020
6884,13,9,2024
9577,13,9,2024
10177,13,9,2024
1503,5,9,2020
5063,5,9,2020
6512,13,9,2024
5977,13,9,2024
3683,5,9,2020
8060,13,9,2024
1799,5,9,2020
6206,13,9,2024
5178,5,9,2020
1153,5,9,2020
8904,13,9,2024
3855,5,9,2020
9479,13,9,2024
8855,13,9,2024
4260,5,9,2020
2151,5,9,2020
472,5,9,2020
6872,13,9,2024
9335,13,9,2024
8662,13,9,2024
8917,13,9,2024
1052,5,9,2020
8617,13,9,2024
5454,13,9,2024
8832,13,9,2024
656,5,9,2020
2916,5,9,2020
6165,13,9,2024
973,5,9,2020
7635,13,9,2024
9532,13,9,2024
8270,13,9,2024
1379,5,9,2020
554,5,9,2020
10276,13,9,2024
9476,13,9,2024
2475,5,9,2020
16,5,9,2020
7640,13,9,2024
7610,13,9,2024
64,5,9,2020
4651,5,9,2020
4113,5,9,2020
9815,13,9,2024
9379,13,9,2024
2742,5,9,2020
28,5,9,2020
2245,5,9,2020
7006,13,9,2024
5986,13,9,2024
490,5,9,2020
2717,5,9,2020
1877,5,9,2020
4101,5,9,2020
9960,13,9,2024
9174,13,9,2024
5047,5,9,2020
3132,5,9,2020
1476,5,9,2020
1322,5,9,2020
10211,13,9,2024
9088,13,9,2024
6576,13,9,2024
6933,13,9,2024
7092,13,9,2024
119,5,9,2020
5377,13,9,2024
10155,13,9,2024
5359,13,9,2024
6677,13,9,2024
332,5,9,2020
9572,13,9,2024
850,5,9,2020
3711,5,9,2020
1545,5,9,2020
4641,5,9,2020
701,5,9,2020
6942,13,9,2024
5943,13,9,2024
9909,13,9,2024
337,5,9,2020
4735,5,9,2020
7083,13,9,2024
3973,5,9,2020
7024,13,9,2024
2021,5,9,2020
9398,13,9,2024
2885,5,9,2020
9328,13,9,2024
517,5,9,2020
6895,13,9,2024
9632,13,9,2024
9504,13,9,2024
2140,5,9,2020
8829,13,9,2024
7873,13,9,2024
3657,5,9,2020
5008,5,9,2020
4413,5,9,2020
460,5,9,2020
10230,13,9,2024
4250,5,9,2020
3382,5,9,2020
3327,5,9,2020
5464,13,9,2024
9751,13,9,2024
574,5,9,2020
366,5,9,2020
3658,5,9,2020
2431,5,9,2020
1422,5,9,2020
9164,13,9,2024
5529,13,9,2024
1612,5,9,2020
4696,5,9,2020
6864,13,9,2024
8335,13,9,2024
7773,13,9,2024
1393,5,9,2020
4195,5,9,2020
8739,13,9,2024
5915,13,9,2024
7670,13,9,2024
2513,5,9,2020
5267,13,9,2024
3892,5,9,2020
5499,13,9,2024
10212,13,9,2024
2018,5,9,2020
6809,13,9,2024
1924,5,9,2020
5929,13,9,2024
9528,13,9,2024
7718,13,9,2024
9264,13,9,2024
6309,13,9,2024
5195,5,9,2020
6890,13,9,2024
5545,13,9,2024
2320,5,9,2020
4550,5,9,2020
2817,5,9,2020
9645,13,9,2024
8508,13,9,2024
5511,13,9,2024
3953,5,9,2020
5568,13,9,2024
4227,5,9,2020
4147,5,9,2020
2539,5,9,2020
8018,13,9,2024
6965,13,9,2024
3812,5,9,2020
3250,5,9,2020
2281,5,9,2020
6664,13,9,2024
1702,5,9,2020
2004,5,9,2020
10122,13,9,2024
2718,5,9,2020
6774,13,9,2024
5544,13,9,2024
7053,13,9,2024
3469,5,9,2020
7506,13,9,2024
5104,5,9,2020
140,5,9,2020
4555,5,9,2020
9676,13,9,2024
10388,13,9,2024
9248,13,9,2024
6921,13,9,2024
8058,13,9,2024
3271,5,9,2020
8063,13,9,2024
4885,5,9,2020
3597,5,9,2020
2051,5,9,2020
8245,13,9,2024
2611,5,9,2020
10006,13,9,2024
4612,5,9,2020
4001,5,9,2020
360,5,9,2020
1716,5,9,2020
1381,5,9,2020
9160,13,9,2024
10227,13,9,2024
9763,13,9,2024
8817,13,9,2024
7980,13,9,2024
6820,13,9,2024
97,5,9,2020
127,5,9,2020
938,5,9,2020
6586,13,9,2024
4956,5,9,2020
4427,5,9,2020
7135,13,9,2024
6488,13,9,2024
8743,13,9,2024
6980,13,9,2024
4724,5,9,2020
9374,13,9,2024
8077,13,9,2024
4948,5,9,2020
6988,13,9,2024
4352,5,9,2020
8384,13,9,2024
9549,13,9,2024
3579,5,9,2020
8866,13,9,2024
7348,13,9,2024
990,5,9,2020
711,5,9,2020
30,5,9,2020
6740,13,9,2024
10235,13,9,2024
6438,13,9,2024
8949,13,9,2024
2052,5,9,2020
8621,13,9,2024
8373,13,9,2024
2251,5,9,2020
9796,13,9,2024
3880,5,9,2020
10189,13,9,2024
1231,5,9,2020
2997,5,9,2020
8693,13,9,2024
7120,13,9,2024
9442,13,9,2024
409,5,9,2020
857,5,9,2020
5027,5,9,2020
2772,5,9,2020
5241,13,9,2024
6213,13,9,2024
7044,13,9,2024
6178,13,9,2024
6687,13,9,2024
2293,5,9,2020
7943,13,9,2024
1344,5,9,2020
1907,5,9,2020
7905,13,9,2024
3578,5,9,2020
6579,13,9,2024
7041,13,9,2024
3613,5,9,2020
365,5,9,2020
7358,13,9,2024
5042,5,9,2020
2600,5,9,2020
5810,13,9,2024
7851,13,9,2024
7094,13,9,2024
226,5,9,2020
8366,13,9,2024
7545,13,9,2024
6818,13,9,2024
2889,5,9,2020
795,5,9,2020
6085,13,9,2024
7316,13,9,2024
261,5,9,2020
1763,5,9,2020
2796,5,9,2020
7014,13,9,2024
6018,13,9,2024
9503,13,9,2024
8073,13,9,2024
6086,13,9,2024
3960,5,9,2020
4542,5,9,2020
303,5,9,2020
8354,13,9,2024
7555,13,9,2024
10113,13,9,2024
229,5,9,2020
7098,13,9,2024
1775,5,9,2020
548,5,9,2020
5773,13,9,2024
8561,13,9,2024
4512,5,9,2020
4350,5,9,2020
2515,5,9,2020
442,5,9,2020
3518,5,9,2020
1407,5,9,2020
6321,13,9,2024
4599,5,9,2020
3910,5,9,2020
9414,13,9,2024
8736,13,9,2024
6260,13,9,2024
9585,13,9,2024
843,5,9,2020
7143,13,9,2024
5856,13,9,2024
963,5,9,2020
8824,13,9,2024
6003,13,9,2024
3693,5,9,2020
1879,5,9,2020
1980,5,9,2020
1809,5,9,2020
6365,13,9,2024
4589,5,9,2020
9469,13,9,2024
6771,13,9,2024
1597,5,9,2020
5554,13,9,2024
2650,5,9,2020
4855,5,9,2020
10062,13,9,2024
8728,13,9,2024
9079,13,9,2024
323,5,9,2020
6712,13,9,2024
2077,5,9,2020
749,5,9,2020
528,5,9,2020
7384,13,9,2024
125,5,9,2020
7683,13,9,2024
4220,5,9,2020
8551,13,9,2024
1004,5,9,2020
10242,13,9,2024
3107,5,9,2020
1454,5,9,2020
468,5,9,2020
9893,13,9,2024
4843,5,9,2020
3088,5,9,2020
3646,5,9,2020
7956,13,9,2024
4845,5,9,2020
5546,13,9,2024
4122,5,9,2020
326,5,9,2020
8843,13,9,2024
5061,5,9,2020
4222,5,9,2020
3168,5,9,2020
114,5,9,2020
9628,13,9,2024
8355,13,9,2024
42,5,9,2020
8896,13,9,2024
1227,5,9,2020
7223,13,9,2024
8760,13,9,2024
2770,5,9,2020
593,5,9,2020
7475,13,9,2024
9112,13,9,2024
7901,13,9,2024
260,5,9,2020
9523,13,9,2024
7017,13,9,2024
6493,13,9,2024
7327,13,9,2024
5816,13,9,2024
5731,13,9,2024
9275,13,9,2024
4614,5,9,2020
7487,13,9,2024
3551,5,9,2020
4670,5,9,2020
2589,5,9,2020
774,5,9,2020
9215,13,9,2024
2998,5,9,2020
8345,13,9,2024
6995,13,9,2024
4770,5,9,2020
4280,5,9,2020
9385,13,9,2024
6621,13,9,2024
2254,5,9,2020
1093,5,9,2020
867,5,9,2020
6259,13,9,2024
4407,5,9,2020
1024,5,9,2020
5105,5,9,2020
2471,5,9,2020
6524,13,9,2024
9986,13,9,2024
7828,13,9,2024
9060,13,9,2024
5973,13,9,2024
2641,5,9,2020
1521,5,9,2020
539,5,9,2020
3531,5,9,2020
855,5,9,2020
7248,13,9,2024
6291,13,9,2024
6556,13,9,2024
1857,5,9,2020
5147,5,9,2020
495,5,9,2020
3753,5,9,2020
6411,13,9,2024
6196,13,9,2024
5911,13,9,2024
5253,13,9,2024
8524,13,9,2024
5186,5,9,2020
6867,13,9,2024
7438,13,9,2024
7191,13,9,2024
6637,13,9,2024
5766,13,9,2024
4341,5,9,2020
6068,13,9,2024
3242,5,9,2020
7268,13,9,2024
8286,13,9,2024
4701,5,9,2020
5409,13,9,2024
5382,13,9,2024
788,5,9,2020
9499,13,9,2024
4573,5,9,2020
1788,5,9,2020
40,5,9,2020
6483,13,9,2024
2542,5,9,2020
1288,5,9,2020
6932,13,9,2024
5884,13,9,2024
8076,13,9,2024
5069,5,9,2020
9876,13,9,2024
8587,13,9,2024
1368,5,9,2020
4444,5,9,2020
1127,5,9,2020
3649,5,9,2020
8363,13,9,2024
2323,5,9,2020
6290,13,9,2024
5000,5,9,2020
8324,13,9,2024
4532,5,9,2020
9731,13,9,2024
1986,5,9,2020
6039,13,9,2024
3314,5,9,2020
2359,5,9,2020
7344,13,9,2024
10071,13,9,2024
5233,13,9,2024
3661,5,9,2020
987,5,9,2020
3502,5,9,2020
3964,5,9,2020
7262,13,9,2024
2558,5,9,2020
9733,13,9,2024
596,5,9,2020
9109,13,9,2024
6764,13,9,2024
1680,5,9,2020
257,5,9,2020
8885,13,9,2024
6351,13,9,2024
3923,5,9,2020
3522,5,9,2020
7897,13,9,2024
1871,5,9,2020
7669,13,9,2024
5273,13,9,2024
2011,5,9,2020
4534,5,9,2020
5001,5,9,2020
5749,13,9,2024
4131,5,9,2020
3935,5,9,2020
2690,5,9,2020
8687,13,9,2024
7806,13,9,2024
2207,5,9,2020
6566,13,9,2024
2616,5,9,2020
6968,13,9,2024
1023,5,9,2020
3939,5,9,2020
2647,5,9,2020
4915,5,9,2020
9679,13,9,2024
5002,5,9,2020
3196,5,9,2020
8562,13,9,2024
1095,5,9,2020
5021,5,9,2020
2202,5,9,2020
5874,13,9,2024
2198,5,9,2020
124,5,9,2020
1498,5,9,2020
10031,13,9,2024
8591,13,9,2024
1347,5,9,2020
408,5,9,2020
7809,13,9,2024
7735,13,9,2024
4355,5,9,2020
3570,5,9,2020
6833,13,9,2024
327,5,9,2020
5722,13,9,2024
1426,5,9,2020
1359,5,9,2020
1252,5,9,2020
6315,13,9,2024
3321,5,9,2020
2504,5,9,2020
322,5,9,2020
10399,13,9,2024
8464,13,9,2024
2041,5,9,2020
4994,5,9,2020
9705,13,9,2024
8806,13,9,2024
6873,13,9,2024
582,5,9,2020
10149,13,9,2024
8567,13,9,2024
5993,13,9,2024
8485,13,9,2024
5443,13,9,2024
9116,13,9,2024
5933,13,9,2024
9242,13,9,2024
2883,5,9,2020
8583,13,9,2024
4984,5,9,2020
3635,5,9,2020
7443,13,9,2024
10284,13,9,2024
6923,13,9,2024
978,5,9,2020
3419,5,9,2020
8119,13,9,2024
2185,5,9,2020
3895,5,9,2020
4089,5,9,2020
8111,13,9,2024
6001,13,9,2024
3024,5,9,2020
250,5,9,2020
2738,5,9,2020
741,5,9,2020
1681,5,9,2020
195,5,9,2020
7778,13,9,2024
5137,5,9,2020
9841,13,9,2024
141,5,9,2020
4876,5,9,2020
1875,5,9,2020
9192,13,9,2024
4608,5,9,2020
8089,13,9,2024
9073,13,9,2024
8661,13,9,2024
8744,13,9,2024
281,5,9,2020
1286,5,9,2020
486,5,9,2020
3244,5,9,2020
296,5,9,2020
9288,13,9,2024
586,5,9,2020
8648,13,9,2024
2034,5,9,2020
947,5,9,2020
10225,13,9,2024
7737,13,9,2024
10174,13,9,2024
10194,13,9,2024
5197,5,9,2020
7922,13,9,2024
6744,13,9,2024
3717,5,9,2020
3432,5,9,2020
9035,13,9,2024
2812,5,9,2020
265,5,9,2020
8517,13,9,2024
8967,13,9,2024
6826,13,9,2024
6024,13,9,2024
782,5,9,2020
6153,13,9,2024
3353,5,9,2020
2425,5,9,2020
2336,5,9,2020
7342,13,9,2024
3714,5,9,2020
3270,5,9,2020
8074,13,9,2024
7643,13,9,2024
890,5,9,2020
4847,5,9,2020
1404,5,9,2020
5429,13,9,2024
7124,13,9,2024
9791,13,9,2024
3092,5,9,2020
2949,5,9,2020
1955,5,9,2020
9183,13,9,2024
8935,13,9,2024
5907,13,9,2024
9260,13,9,2024
8298,13,9,2024
993,5,9,2020
14,5,9,2020
1221,5,9,2020
1421,5,9,2020
3220,5,9,2020
2881,5,9,2020
8726,13,9,2024
6173,13,9,2024
3138,5,9,2020
9149,13,9,2024
4571,5,9,2020
2847,5,9,2020
2777,5,9,2020
2095,5,9,2020
1096,5,9,2020
4873,5,9,2020
837,5,9,2020
182,5,9,2020
3420,5,9,2020
8636,13,9,2024
2103,5,9,2020
7954,13,9,2024
6530,13,9,2024
5279,13,9,2024
2734,5,9,2020
8777,13,9,2024
5366,13,9,2024
9272,13,9,2024
5009,5,9,2020
1693,5,9,2020
960,5,9,2020
1532,5,9,2020
7280,13,9,2024
2352,5,9,2020
9535,13,9,2024
3756,5,9,2020
7307,13,9,2024
6559,13,9,2024
5013,5,9,2020
5876,13,9,2024
4016,5,9,2020
8881,13,9,2024
4718,5,9,2020
8858,13,9,2024
6670,13,9,2024
3768,5,9,2020
9246,13,9,2024
6777,13,9,2024
8402,13,9,2024
2629,5,9,2020
4905,5,9,2020
3311,5,9,2020
9969,13,9,2024
3238,5,9,2020
2163,5,9,2020
5902,13,9,2024
7547,13,9,2024
6998,13,9,2024
6943,13,9,2024
4063,5,9,2020
8830,13,9,2024
5325,13,9,2024
8749,13,9,2024
7678,13,9,2024
6769,13,9,2024
9644,13,9,2024
4741,5,9,2020
10183,13,9,2024
3077,5,9,2020
2511,5,9,2020
2479,5,9,2020
3162,5,9,2020
2823,5,9,2020
8626,13,9,2024
7377,13,9,2024
5202,13,9,2024
4601,5,9,2020
456,5,9,2020
8720,13,9,2024
4339,5,9,2020
1431,5,9,2020
7042,13,9,2024
5316,13,9,2024
3011,5,9,2020
5307,13,9,2024
6707,13,9,2024
1390,5,9,2020
8860,13,9,2024
7173,13,9,2024
9953,13,9,2024
8202,13,9,2024
10041,13,9,2024
9445,13,9,2024
5707,13,9,2024
10085,13,9,2024
2195,5,9,2020
356,5,9,2020
7550,13,9,2024
10033,13,9,2024
4789,5,9,2020
530,5,9,2020
9187,13,9,2024
7578,13,9,2024
1934,5,9,2020
1203,5,9,2020
6460,13,9,2024
8792,13,9,2024
8036,13,9,2024
1690,5,9,2020
8695,13,9,2024
7732,13,9,2024
7329,13,9,2024
2837,5,9,2020
4061,5,9,2020
720,5,9,2020
8141,13,9,2024
5483,13,9,2024
3806,5,9,2020
2790,5,9,2020
696,5,9,2020
10116,13,9,2024
448,5,9,2020
5163,5,9,2020
3817,5,9,2020
