rowid,product_id,customer_id,price,total_price
3094,6214,86343,4748,9496
3095,6099,48141,2117,2117
3096,7978,41996,4189,4189
3097,6725,28444,4797,23985
3098,5662,60077,4620,18480
3099,8647,88478,3823,11469
3100,8081,45226,3783,11349
3101,6303,81099,2098,8392
3102,6573,43134,1292,6460
3103,7960,3593,321,321
3104,6753,48024,558,2790
3105,8317,85601,1130,5650
3106,8177,54556,3101,15505
3107,6738,17855,4884,19536
3108,8203,71529,4007,8014
3109,8324,9549,3654,18270
3110,6739,42165,230,230
3111,7934,66817,4391,8782
3112,8363,40303,4895,4895
3113,7188,85871,4337,17348
3114,7218,28430,3326,3326
3115,7879,83773,513,1026
3116,6612,6740,4690,14070
3117,7638,15235,3758,15032
3118,6666,45394,296,296
3119,6565,82008,2892,11568
3120,6099,70118,2117,8468
3121,6316,20907,4070,20350
3122,7035,76732,1223,3669
3123,6145,74286,280,560
3124,7449,23090,3065,6130
3125,8850,61330,1827,5481
3126,8820,46285,3202,9606
3127,7115,27553,169,169
3128,6377,12241,79,395
3129,8909,22084,3166,3166
3130,8347,9560,4404,22020
3131,6754,48671,2813,11252
3132,7917,35971,2254,4508
3133,8881,22750,2296,2296
3134,5763,40379,1823,7292
3135,7896,37856,3911,3911
3136,7319,39324,4464,4464
3137,6215,80192,3095,15475
3138,8265,84884,762,3048
3139,8487,86170,2260,6780
3140,5808,31541,4182,20910
3141,7474,87487,654,1962
3142,7709,80166,606,1818
3143,6220,85014,1015,2030
3144,6839,22085,3758,15032
3145,5764,14125,4884,19536
3146,5927,47767,897,1794
3147,6301,37001,2446,12230
3148,6681,971,836,3344
3149,8963,57717,2639,5278
3150,8685,78770,512,2048
3151,8151,67508,709,2127
3152,8111,16538,2622,7866
3153,8302,48844,1229,1229
3154,6493,12799,2985,2985
3155,7689,43629,2216,6648
3156,7826,35281,1188,1188
3157,7217,52101,715,715
3158,7180,77460,2879,5758
3159,8555,27293,224,672
3160,8459,68510,3228,9684
3161,7473,76,2700,8100
3162,6142,55538,4415,22075
3163,8873,27435,3442,17210
3164,8339,81168,886,886
3165,6608,8336,1928,1928
3166,7471,79176,4620,23100
3167,6762,27600,3223,3223
3168,5772,75714,4214,21070
3169,8817,50690,1233,6165
3170,6098,69384,2273,4546
3171,8982,20998,3426,10278
3172,6103,85814,1818,5454
3173,7957,45325,4109,16436
3174,7592,7517,4297,12891
3175,7766,6771,3656,7312
3176,6080,68131,3004,15020
3177,6167,15273,1210,2420
3178,6618,14027,4748,9496
3179,6215,67616,3095,15475
3180,7071,66389,1727,5181
3181,8885,30735,2901,2901
3182,7977,13706,4157,16628
3183,6194,22156,3580,14320
3184,7680,64331,973,1946
3185,8484,51028,4365,13095
3186,7661,82924,4446,8892
3187,6968,45909,4793,4793
3188,5954,25125,1751,8755
3189,7150,34419,3727,3727
3190,8170,14509,3474,6948
3191,7015,45870,3096,12384
3192,6668,30980,2037,2037
3193,6049,18301,3919,19595
3194,8960,67488,1603,3206
3195,7923,9812,369,1107
3196,8191,59199,4587,9174
3197,8499,9774,3386,13544
3198,5650,65623,4884,14652
3199,7533,54334,4172,16688
3200,6010,63480,4463,17852
3201,8854,52825,1492,4476
3202,8860,48960,1741,6964
3203,5951,25294,3299,16495
3204,8692,59559,3459,17295
3205,7241,20809,993,1986
3206,5714,55132,1845,3690
3207,6139,51616,1139,2278
3208,5809,38941,111,333
3209,7392,55987,3974,15896
3210,8417,12241,1882,7528
3211,8910,23657,3698,11094
3212,6521,43955,2873,8619
3213,7994,87117,2176,6528
3214,6390,58810,2830,2830
3215,6295,55547,282,1410
3216,6409,71152,4413,22065
3217,8580,13709,220,660
3218,5633,73202,3415,17075
3219,5706,68512,317,634
3220,8760,18075,2356,2356
3221,8603,75531,509,1527
3222,6013,56290,1456,2912
3223,7174,82448,1091,2182
3224,7974,59347,1131,4524
3225,7849,37628,2007,2007
3226,7981,16349,3451,13804
3227,7473,57072,2700,13500
3228,8294,64389,4058,8116
3229,6731,85324,4074,20370
3230,8487,51092,2260,2260
3231,7486,52843,1344,2688
3232,6329,89121,4682,4682
3233,8803,46669,310,1240
3234,8301,16069,1594,4782
3235,6833,16003,1482,1482
3236,6484,51614,3975,3975
3237,8940,35510,3715,7430
3238,8841,13700,4660,13980
3239,8885,9208,2901,5802
3240,8711,59393,3391,10173
3241,8407,59208,4725,9450
3242,8318,64929,4610,23050
3243,6218,7919,4495,8990
3244,7015,29297,3096,15480
3245,7491,67035,1434,2868
3246,6060,31084,227,454
3247,7449,84864,3065,15325
3248,7890,63852,4621,4621
3249,7571,70458,1024,3072
3250,8251,86442,3029,12116
3251,7223,6418,2483,7449
3252,8895,50732,1729,8645
3253,7192,8054,918,1836
3254,7500,33769,3285,6570
3255,7594,67793,827,827
3256,5861,17535,3973,19865
3257,5758,44801,294,588
3258,6302,45226,1717,5151
3259,8915,56240,972,1944
3260,7003,10223,3186,12744
3261,8135,66313,4438,4438
3262,6047,89967,3056,15280
3263,6969,40096,1047,1047
3264,7142,54474,147,735
3265,8962,70414,2618,2618
3266,7355,56037,1958,3916
3267,7277,66362,4321,21605
3268,6931,13357,4895,9790
3269,8894,21260,640,640
3270,5683,57710,2310,2310
3271,8198,16985,758,758
3272,6594,31387,1411,5644
3273,8146,3962,2768,11072
3274,7474,15021,654,3270
3275,5740,89750,1465,2930
3276,7384,87048,650,650
3277,8460,61087,598,1196
3278,7840,16339,3143,6286
3279,7287,47779,1010,2020
3280,8822,33409,4683,18732
3281,8193,34528,2242,2242
3282,7566,14090,1137,2274
3283,6975,4905,1201,2402
3284,7745,3162,797,3985
3285,7897,47034,3578,3578
3286,8099,3754,1831,5493
3287,6916,70735,888,888
3288,8987,79528,1188,5940
3289,8305,65337,3066,12264
3290,8342,87172,700,2100
3291,6050,57019,4182,20910
3292,8035,21305,4973,9946
3293,8862,88420,2956,8868
3294,7190,26746,2748,5496
3295,6600,57300,506,506
3296,6189,79152,1118,2236
3297,8386,23486,3081,6162
3298,8560,1020,4247,16988
3299,6222,18886,1617,6468
3300,7513,6962,1319,6595
3301,6436,51930,3413,17065
3302,5931,64875,4912,4912
3303,8336,57331,4572,18288
3304,5834,82416,1877,5631
3305,8932,56992,4842,14526
3306,6646,14944,2428,2428
3307,7558,62394,2262,4524
3308,7978,75129,4189,4189
3309,6412,23910,938,3752
3310,7635,82420,4829,24145
3311,8804,22526,3116,6232
3312,8302,60859,1229,2458
3313,8820,27805,3202,16010
3314,7946,35603,2746,5492
3315,8817,19803,1233,3699
3316,5780,71185,1071,3213
3317,7470,82799,4979,19916
3318,6535,71872,895,2685
3319,6197,32376,698,2792
3320,6583,81091,4728,4728
3321,8666,35965,1369,5476
3322,5642,7121,4567,13701
3323,7302,6227,1683,5049
3324,6329,32555,4682,9364
3325,5804,88645,387,774
3326,8284,21576,4455,22275
3327,6232,68173,3443,17215
3328,6187,6997,2864,11456
3329,5669,26570,1983,9915
3330,8076,4562,3401,6802
3331,6058,33803,57,114
3332,5985,62600,653,1306
3333,7170,41976,1114,2228
3334,7501,76166,4392,21960
3335,5681,31623,1062,3186
3336,7536,30960,496,496
3337,7983,85952,3339,10017
3338,8701,52948,3654,7308
3339,5958,44154,2683,10732
3340,6716,68618,3999,19995
3341,8731,45340,146,292
3342,6314,38946,3725,11175
3343,8299,81467,3078,6156
3344,7648,46476,863,863
3345,8953,88690,4840,4840
3346,5949,18707,2516,10064
3347,7962,27940,2130,8520
3348,7832,13471,3238,9714
3349,6087,32720,2008,2008
3350,8804,42809,3116,12464
3351,7745,28936,797,1594
3352,7260,56689,3291,9873
3353,6325,41311,4073,4073
3354,8817,3485,1233,3699
3355,6352,57987,738,3690
3356,7113,44406,3454,3454
3357,6805,37108,566,1132
3358,7270,38622,3389,6778
3359,6235,42490,1134,3402
3360,6857,14679,2237,2237
3361,7701,89368,802,3208
3362,6916,12096,888,2664
3363,8646,2533,579,2895
3364,7892,43212,560,1120
3365,7019,43364,2988,8964
3366,8052,32558,1214,1214
3367,7401,72327,3701,14804
3368,6784,18846,4430,17720
3369,8840,3746,4114,4114
3370,8683,69854,4416,22080
3371,6857,7475,2237,11185
3372,6636,55736,1767,3534
3373,7740,16069,4415,8830
3374,7109,59932,1086,2172
3375,7312,23511,2778,11112
3376,7826,87074,1188,2376
3377,6245,70536,527,1581
3378,6980,54019,2549,2549
3379,7518,37448,2570,2570
3380,6974,10906,2341,11705
3381,8158,52983,2310,2310
3382,6485,38320,2909,2909
3383,7518,21154,2570,12850
3384,7514,64981,1510,3020
3385,6503,19861,4635,13905
3386,6429,76822,1711,6844
3387,8130,33655,1095,4380
3388,6871,64820,1119,5595
3389,6926,20727,927,927
3390,8660,52917,90,90
3391,7031,28612,1513,1513
3392,7685,82086,280,1400
3393,7345,7192,143,286
3394,7132,73390,1784,3568
3395,7348,58921,3009,3009
3396,8668,50098,176,176
3397,5927,24065,897,897
3398,8822,89511,4683,23415
3399,5845,24859,3593,14372
3400,7641,68052,3189,15945
3401,6879,20882,562,1686
3402,6635,58573,1173,4692
3403,8533,17505,1611,6444
3404,6259,57262,4028,16112
3405,7339,71132,4710,14130
3406,6309,16593,3195,9585
3407,7515,73347,612,1224
3408,6724,40916,4622,4622
3409,5966,88373,1318,3954
3410,6055,72057,3955,11865
3411,6131,26399,2011,4022
3412,8239,64719,4986,19944
3413,7883,35365,879,4395
3414,7342,55050,2062,10310
3415,7983,52938,3339,6678
3416,6499,74608,1503,1503
3417,7716,58212,3978,7956
3418,8139,60954,1250,1250
3419,8312,19489,973,973
3420,5959,6072,1251,3753
3421,7024,22452,4383,8766
3422,6326,54649,1769,3538
3423,6499,51992,1503,3006
3424,6637,48892,3973,7946
3425,8627,61971,1536,7680
3426,7465,14048,2398,11990
3427,8210,86082,1454,1454
3428,6189,6961,1118,3354
3429,5736,40084,3481,6962
3430,5930,17668,438,438
3431,8316,50475,1363,5452
3432,7459,69374,2499,4998
3433,8903,83329,2430,7290
3434,7249,12652,2763,8289
3435,7597,27787,4263,12789
3436,7685,75574,280,560
3437,8712,78375,3036,6072
3438,7952,40535,1765,5295
3439,6032,55060,2910,11640
3440,6924,55502,3719,11157
3441,6776,4808,3128,9384
3442,7212,67852,2316,6948
3443,7432,76025,2649,7947
3444,5763,42816,1823,1823
3445,7278,35779,4740,18960
3446,8127,57957,3924,11772
3447,7117,75549,3432,10296
3448,8697,40890,4457,22285
3449,6143,72372,2633,5266
3450,7539,84832,3459,3459
3451,7831,83697,3709,3709
3452,6541,27593,4250,8500
3453,7460,7688,1455,1455
3454,8714,37356,3174,12696
3455,6060,40272,227,1135
3456,8166,84934,4644,23220
3457,5636,33733,212,636
3458,7781,82453,3439,13756
3459,5643,56840,1619,1619
3460,5698,79739,900,2700
3461,7733,2487,2172,8688
3462,6421,31174,2645,2645
3463,6242,10584,1561,6244
3464,7113,23629,3454,13816
3465,8106,87551,769,2307
3466,6131,62945,2011,2011
3467,6866,44837,2869,2869
3468,6530,26428,3602,14408
3469,8131,80827,1511,7555
3470,5872,64690,196,784
3471,7475,54429,3649,7298
3472,7381,11877,1243,1243
3473,5652,87986,90,450
3474,7493,12525,432,864
3475,6724,41187,4622,18488
3476,7411,67706,2679,2679
3477,8323,88362,755,1510
3478,6213,4774,4752,9504
3479,7068,7601,4323,4323
3480,6546,18703,4330,21650
3481,6245,60215,527,527
3482,8699,9427,2016,6048
3483,8066,72232,3537,7074
3484,7419,25669,4383,4383
3485,5707,32346,3776,18880
3486,7976,40498,3490,10470
3487,6450,49801,2741,13705
3488,7320,2387,2892,5784
3489,7558,24979,2262,9048
3490,6963,8933,3423,6846
3491,7983,46027,3339,10017
3492,8608,9302,2097,10485
3493,7975,29079,176,880
3494,6591,37528,709,1418
3495,8050,3968,91,182
3496,7764,6189,3278,16390
3497,8055,22452,528,1056
3498,7592,60233,4297,4297
3499,7681,4365,704,2112
3500,7988,69321,637,1274
3501,8189,86355,366,366
3502,8294,57310,4058,12174
3503,5916,9993,3661,10983
3504,7648,71817,863,1726
3505,7863,69412,3444,13776
3506,8411,20129,2828,14140
3507,6583,80731,4728,14184
3508,6033,52176,4726,4726
3509,5675,17205,3847,15388
3510,6929,25653,727,2908
3511,7462,49759,4065,12195
3512,7271,29373,2259,6777
3513,7439,40091,2279,11395
3514,8608,11386,2097,10485
3515,5734,10952,1750,3500
3516,6645,50104,3991,15964
3517,6320,23969,2958,11832
3518,8489,43702,252,1260
3519,6033,75751,4726,18904
3520,7874,87335,3290,13160
3521,7432,74635,2649,13245
3522,8707,58518,1708,5124
3523,7355,56872,1958,9790
3524,6360,61987,951,2853
3525,8773,74839,2289,6867
3526,5997,68652,3618,18090
3527,7132,63102,1784,1784
3528,6741,58863,445,445
3529,8986,85531,4418,22090
3530,7833,6694,426,1704
3531,7675,13708,3649,3649
3532,5921,60071,2576,12880
3533,8500,11135,3600,7200
3534,6080,12823,3004,3004
3535,8192,4713,2559,7677
3536,8370,69831,2061,10305
3537,7584,64187,1453,1453
3538,8529,25733,3745,3745
3539,7667,72787,532,2128
3540,5866,25972,1848,3696
3541,6281,31009,2198,2198
3542,7227,60135,2005,10025
3543,8328,26246,1289,5156
3544,6511,24501,3019,9057
3545,6023,24658,1040,5200
3546,8394,73199,532,1064
3547,5681,34433,1062,2124
3548,8942,31750,2070,10350
3549,6512,66218,2443,9772
3550,6892,35153,2095,8380
3551,5805,19824,1638,4914
3552,6617,89157,301,903
3553,8543,6237,1135,1135
3554,7836,86811,4633,9266
3555,8847,81398,2417,2417
3556,8459,27166,3228,3228
3557,7063,44229,1340,1340
3558,7255,44443,334,1336
3559,8878,47064,1903,5709
3560,8277,60415,4908,19632
3561,5849,15345,314,1256
3562,7910,75334,908,2724
3563,6165,54841,1729,3458
3564,6222,58086,1617,4851
3565,8697,89554,4457,4457
3566,6570,5435,446,1784
3567,7066,3204,881,2643
3568,8841,3578,4660,4660
3569,6920,47489,3856,11568
3570,8541,5956,1527,1527
3571,6326,49881,1769,1769
3572,7176,12230,3494,3494
3573,6289,85589,500,1000
3574,5912,88851,4662,4662
3575,7543,3390,2012,6036
3576,7256,46038,3566,14264
3577,8962,53045,2618,7854
3578,8271,55803,1048,1048
3579,7320,34362,2892,2892
3580,6215,3120,3095,15475
3581,7331,83757,1073,3219
3582,6231,83941,680,680
3583,8352,85011,3976,7952
3584,7552,5184,1555,4665
3585,6528,63556,4865,4865
3586,6728,48200,1956,5868
3587,6275,69923,1320,1320
3588,6989,60231,1393,2786
3589,8894,62400,640,1920
3590,7453,29534,3327,13308
3591,7501,52764,4392,8784
3592,8679,7156,3136,12544
3593,8357,50796,2924,11696
3594,6432,80871,2517,10068
3595,8324,24792,3654,18270
3596,6952,85882,1092,1092
3597,6587,85475,1112,1112
3598,7071,2529,1727,3454
3599,8981,54345,3089,6178
3600,6778,44005,3441,3441
3601,7745,38957,797,1594
3602,7261,32762,1168,2336
3603,8177,33263,3101,15505
3604,8692,65392,3459,13836
3605,7820,57475,2287,6861
3606,6103,58455,1818,5454
3607,8566,30676,4475,17900
3608,7042,56467,574,574
3609,6415,47806,1824,7296
3610,8411,32526,2828,11312
3611,6033,85901,4726,14178
3612,6514,22160,4743,18972
3613,6929,39051,727,2908
3614,8490,8315,4687,4687
3615,6776,50543,3128,12512
3616,5902,79848,1824,3648
3617,5639,68862,2579,10316
3618,6126,70886,3672,3672
3619,5744,13210,4349,13047
3620,8636,82316,570,1140
3621,8162,68011,3014,12056
3622,7867,44140,4317,21585
3623,6600,15682,506,1518
3624,8438,4610,2079,2079
3625,8316,17932,1363,1363
3626,7853,26105,2015,6045
3627,5654,47159,3861,15444
3628,7074,70672,2876,2876
3629,8246,5287,2397,11985
3630,7536,17616,496,1984
3631,6850,65948,716,2148
3632,6518,60386,2159,6477
3633,6903,85258,1002,3006
3634,7066,76737,881,881
3635,8964,61543,314,628
3636,7176,38952,3494,10482
3637,5995,71676,3271,6542
3638,6189,24627,1118,2236
3639,7001,89750,1912,7648
3640,5787,65216,3832,7664
3641,6013,20491,1456,7280
3642,6339,26204,1888,9440
3643,6542,18717,4803,14409
3644,6362,24772,3625,14500
3645,8136,48020,1755,3510
3646,8716,72079,2377,4754
3647,6509,86314,3121,9363
3648,8556,59101,1665,1665
3649,7722,85638,150,750
3650,8784,2881,2613,5226
3651,7125,46608,1640,1640
3652,6275,10021,1320,3960
3653,7756,46361,4307,12921
3654,8772,63022,3537,17685
3655,8284,76259,4455,13365
3656,6586,69747,3791,11373
3657,7357,67491,3198,12792
3658,5857,69037,1795,8975
3659,6411,78183,2020,6060
3660,8974,25962,4640,9280
3661,8369,2527,4173,16692
3662,7077,49020,2314,9256
3663,5963,73892,1205,3615
3664,7414,16413,1866,9330
3665,6464,21827,4954,19816
3666,8146,2723,2768,2768
3667,5735,49098,1843,5529
3668,6610,7765,1539,6156
3669,6835,3172,1513,4539
3670,6719,38334,4217,21085
3671,7427,35744,1845,7380
3672,5806,9401,3404,6808
3673,5769,31735,1380,1380
3674,6310,2619,167,668
3675,6337,77074,3709,7418
3676,7422,76329,2876,11504
3677,6778,16239,3441,3441
3678,8586,16721,3554,17770
3679,8844,41611,3496,17480
3680,7088,78480,4432,13296
3681,5995,14722,3271,6542
3682,8079,67496,4079,16316
3683,6575,1137,2483,12415
3684,7852,6984,70,350
3685,7350,73292,2309,6927
3686,7293,39935,1826,3652
3687,6535,63506,895,4475
3688,7626,1356,1204,2408
3689,8888,26036,4433,22165
3690,7625,21937,4466,22330
3691,8947,12594,2257,9028
3692,8885,11474,2901,8703
3693,8385,11959,1735,1735
3694,7680,25516,973,1946
3695,7024,68364,4383,8766
3696,8301,58731,1594,6376
3697,6587,43673,1112,3336
3698,6914,76787,3569,3569
3699,6591,20742,709,709
3700,7172,333,2824,2824
3701,5998,26410,1745,1745
3702,7655,59903,1665,8325
3703,7490,24794,2409,4818
3704,5770,28277,80,240
3705,7509,85361,2122,4244
3706,6038,23399,1436,5744
3707,8631,3109,1717,5151
3708,8566,86023,4475,17900
3709,6998,41322,764,764
3710,7206,50352,2872,8616
3711,8692,32228,3459,13836
3712,7172,41840,2824,8472
3713,8851,48955,111,555
3714,8037,11577,1765,3530
3715,6897,70385,4787,19148
3716,5600,12625,3210,16050
3717,7031,71555,1513,3026
3718,8858,30179,4908,9816
3719,7504,4853,3865,11595
3720,7714,19524,1667,5001
3721,7214,13962,447,1788
3722,6166,73032,3917,15668
3723,5660,60379,1755,3510
3724,8620,89949,2982,14910
3725,8992,77255,474,474
3726,6200,17771,3041,6082
3727,7951,71422,3892,15568
3728,8910,60264,3698,18490
3729,7528,68619,2523,7569
3730,8067,47397,1814,3628
3731,8798,82992,1864,5592
3732,6874,5987,2817,2817
3733,8064,12385,58,232
3734,6323,39464,3461,3461
3735,6530,48919,3602,18010
3736,6595,32274,3443,6886
3737,6538,9475,2256,2256
3738,7658,47764,4488,17952
3739,7850,54481,164,164
3740,6078,54214,2684,2684
3741,8338,14293,3386,10158
3742,6597,65569,3639,7278
3743,7513,55125,1319,6595
3744,5624,72970,1621,6484
3745,5839,22973,3470,13880
3746,8975,54435,4139,20695
3747,7756,23408,4307,8614
3748,8667,80291,1469,2938
3749,8918,58690,2420,4840
3750,7976,87469,3490,10470
3751,8264,44666,1183,3549
3752,7261,84423,1168,3504
3753,5602,6743,215,860
3754,6504,61398,4418,22090
3755,8318,10146,4610,18440
3756,8104,89742,2176,2176
3757,6279,39837,2128,10640
3758,6970,77869,4329,4329
3759,8284,25354,4455,4455
3760,5864,55780,4337,17348
3761,6518,69869,2159,2159
3762,8064,55486,58,232
3763,6362,74458,3625,14500
3764,8266,63418,657,1971
3765,6087,45091,2008,8032
3766,5602,56685,215,215
3767,7641,51109,3189,6378
3768,7342,21407,2062,2062
3769,8239,80480,4986,24930
3770,8484,68870,4365,17460
3771,6189,30731,1118,3354
3772,8224,28904,75,300
3773,8352,35149,3976,3976
3774,8392,29450,4341,8682
3775,7217,78770,715,715
3776,8285,3482,4213,16852
3777,6713,17268,3335,13340
3778,7776,77296,4420,22100
3779,7152,40525,2641,13205
3780,7629,66628,4214,21070
3781,8025,64915,4688,9376
3782,7896,31416,3911,19555
3783,6301,26575,2446,9784
3784,7796,34452,3527,17635
3785,7633,54013,3635,18175
3786,7833,70944,426,852
3787,6204,32968,4152,20760
3788,6619,26157,3682,7364
3789,8382,53262,3712,7424
3790,8188,15569,3539,14156
3791,7829,21287,3757,3757
3792,5941,17888,3577,3577
3793,7888,37349,2561,10244
3794,8094,12341,858,3432
3795,7572,71896,3681,7362
3796,8587,83425,145,725
3797,7628,50174,2372,11860
3798,5799,1708,3939,15756
3799,6367,17141,3030,9090
3800,7606,81585,2228,6684
3801,8501,89352,1814,3628
3802,6728,74950,1956,7824
3803,7186,43311,2691,2691
3804,6748,77689,2821,14105
3805,7332,7560,3331,13324
3806,6486,34782,434,1302
3807,6147,89509,1026,5130
3808,8901,20547,3308,6616
3809,7159,74809,4352,21760
3810,6956,39363,994,3976
3811,6984,86682,3325,3325
3812,8600,64804,4009,4009
3813,6525,48691,113,565
3814,8708,78695,3089,3089
3815,6253,9323,1763,1763
3816,8540,2648,1494,4482
3817,7146,17951,2797,11188
3818,6160,7091,93,93
3819,6652,17175,58,58
3820,7987,7988,1535,7675
3821,7928,87569,3451,13804
3822,5864,25244,4337,4337
3823,7960,394,321,1284
3824,6725,6231,4797,23985
3825,8492,61657,4091,16364
3826,5600,47305,3210,9630
3827,7759,8496,1907,9535
3828,6983,71771,1774,8870
3829,8712,73078,3036,6072
3830,6743,46974,3841,3841
3831,8826,19053,2690,8070
3832,5600,78377,3210,6420
3833,8233,46024,1789,8945
3834,7119,88720,2613,5226
3835,7815,6008,1846,9230
3836,6071,80196,2002,8008
3837,5910,8458,4876,9752
3838,7892,89114,560,2240
3839,8359,87647,1590,4770
3840,6369,59946,810,810
3841,7294,44177,2214,11070
3842,8177,18677,3101,15505
3843,6610,24737,1539,4617
3844,6357,3961,2732,10928
3845,5971,37276,1268,6340
3846,6707,16343,4743,4743
3847,7028,39395,2619,5238
3848,5975,5532,1228,1228
3849,7820,28924,2287,4574
3850,8410,60026,2669,2669
3851,7110,14842,4974,4974
3852,8769,58969,3913,19565
3853,7378,17272,4270,8540
3854,7033,52619,540,1620
3855,6854,50501,1863,5589
3856,5872,83394,196,588
3857,5787,20311,3832,11496
3858,8012,85816,4606,4606
3859,5787,56133,3832,19160
3860,6181,37876,986,2958
3861,8668,24025,176,528
3862,7338,78822,57,228
3863,6814,50471,2797,11188
3864,7761,79923,4701,4701
3865,8352,53363,3976,3976
3866,8431,26437,294,294
3867,7403,10986,4216,8432
3868,7584,42647,1453,5812
3869,8532,54034,937,2811
3870,5804,27311,387,387
3871,8087,3490,2732,10928
3872,8590,41231,1179,3537
3873,6602,16789,565,2260
3874,7380,16990,1461,5844
3875,6666,89011,296,296
3876,7088,12026,4432,22160
3877,6013,8845,1456,1456
3878,6914,45648,3569,7138
3879,7501,45257,4392,17568
3880,6097,27879,449,449
3881,8624,7192,3573,7146
3882,6882,27440,2740,8220
3883,8347,9055,4404,17616
3884,7132,18273,1784,8920
3885,8895,63524,1729,1729
3886,6231,48690,680,2040
3887,7878,22156,3273,6546
3888,8694,12008,1304,6520
3889,8370,14400,2061,10305
3890,5963,26502,1205,1205
3891,6833,45707,1482,1482
3892,8881,56329,2296,4592
3893,6413,54053,2812,2812
3894,5960,88196,1126,3378
3895,7215,58112,2535,2535
3896,6147,31121,1026,3078
3897,5731,62933,2178,4356
3898,8324,956,3654,7308
3899,8094,35933,858,4290
3900,7480,65600,1952,1952
3901,6080,63852,3004,3004
3902,7524,8051,3627,7254
3903,6003,51334,1641,6564
3904,8300,30197,4712,23560
3905,8818,13895,548,2192
3906,5909,38819,1235,4940
3907,6303,4938,2098,2098
3908,8921,55265,473,2365
3909,6304,12350,1186,5930
3910,8414,3462,3262,13048
3911,6517,17886,3160,6320
3912,7634,78879,2096,6288
3913,6009,60922,3391,16955
3914,5982,4065,2838,11352
3915,7139,8060,936,4680
3916,8305,59469,3066,3066
3917,8888,44178,4433,13299
3918,7683,475,4121,4121
3919,7344,8322,3945,11835
3920,8523,78939,655,3275
3921,8476,7289,4538,22690
3922,8311,74840,1666,1666
3923,8339,46765,886,4430
3924,8052,11051,1214,2428
3925,8626,81596,77,77
3926,6971,77511,81,405
3927,5734,55274,1750,3500
3928,6968,67872,4793,19172
3929,7467,52230,1729,1729
3930,6588,13700,2927,5854
3931,7782,28493,1626,1626
3932,7328,40656,4418,13254
3933,7916,2153,4636,18544
3934,7794,60280,339,1695
3935,6034,28596,2365,11825
3936,7608,70948,4892,24460
3937,8476,45511,4538,18152
3938,6646,60509,2428,2428
3939,6535,8327,895,4475
3940,8573,13491,2718,10872
3941,7868,6283,3457,6914
3942,6241,29156,2263,6789
3943,8986,3397,4418,13254
3944,6530,16281,3602,10806
3945,8540,1647,1494,1494
3946,8518,66624,595,1785
3947,8484,23964,4365,21825
3948,8459,79198,3228,16140
3949,8628,34789,1681,8405
3950,6587,86253,1112,5560
3951,6727,11016,3236,16180
3952,6434,44406,2825,11300
3953,8977,39977,3781,18905
3954,8410,69774,2669,2669
3955,7295,52204,3727,7454
3956,8874,14076,2169,6507
3957,6307,34071,1186,5930
3958,8805,69534,1230,4920
3959,7975,57106,176,528
3960,6969,86331,1047,4188
3961,5872,86853,196,392
3962,6083,22905,4833,24165
3963,6433,78291,3234,9702
3964,6070,26984,3523,7046
3965,6509,68476,3121,3121
3966,6375,29849,1836,9180
3967,7306,36652,86,172
3968,7628,42404,2372,2372
3969,8088,51991,3984,15936
3970,7728,62810,4754,4754
3971,7368,77385,4394,13182
3972,8165,11945,4149,20745
3973,6582,68555,1099,1099
3974,7441,8500,2970,5940
3975,7449,88375,3065,9195
3976,8553,75496,1008,4032
3977,7294,15532,2214,8856
3978,8258,87363,2842,2842
3979,6454,49801,1794,3588
3980,6126,20709,3672,7344
3981,5662,60873,4620,23100
3982,7351,24602,565,1695
3983,8249,63861,769,3845
3984,5680,89403,2641,7923
3985,6355,75028,2474,4948
3986,6971,18886,81,162
3987,8142,61565,3550,3550
3988,5841,89387,3728,11184
3989,6582,11705,1099,3297
3990,8225,7922,4702,4702
3991,8953,45523,4840,19360
3992,7173,88997,3630,10890
3993,6709,59654,702,3510
3994,7765,30990,100,100
3995,8693,17202,1521,7605
3996,8198,18987,758,1516
3997,8038,31043,4460,13380
3998,5966,87552,1318,1318
3999,8619,79987,161,322
4000,8349,68080,4912,24560
4001,8030,27140,2733,10932
4002,8489,1612,252,1260
4003,8847,31731,2417,7251
4004,7612,14906,239,717
4005,7545,35340,1803,5409
4006,7852,10271,70,70
4007,8071,86588,3861,3861
4008,8891,2384,3381,10143
4009,6958,76887,2906,14530
4010,7764,28890,3278,3278
4011,8541,53379,1527,6108
4012,6454,66915,1794,1794
4013,6387,3242,3408,10224
4014,8377,21562,2523,10092
4015,7656,45009,3120,12480
4016,7294,31741,2214,8856
4017,5643,58825,1619,1619
4018,7321,8976,4010,16040
4019,8048,38671,1797,7188
4020,7107,14470,2133,6399
4021,5662,28580,4620,4620
4022,8376,27256,4585,9170
4023,6708,67606,2279,2279
4024,5913,36322,4310,12930
4025,6142,56544,4415,8830
4026,8891,60190,3381,13524
4027,7321,53660,4010,16040
4028,8519,72346,3054,6108
4029,8486,77569,3589,7178
4030,5825,48778,4740,14220
4031,6759,64444,1350,1350
4032,7190,13521,2748,5496
4033,5980,61778,4793,9586
4034,5662,47494,4620,18480
4035,8395,14872,366,1464
4036,6800,4831,2616,10464
4037,6352,81398,738,2214
4038,8335,85750,977,4885
4039,7041,70332,534,2136
4040,5679,46072,1454,2908
4041,8213,62987,4656,18624
4042,7452,24483,1608,6432
4043,7030,9501,2933,11732
